year,entry_num,exit_num,name,entry_time,exit_time,total_time,elim_by,solo_elim,group_elim,illegal_elim,alignment,tag_overlap,tag_team,tag_partner,illegal_exit,accidental_exit,cum_elim,avg_cum_elim,world_champ,,cum_time,avg_cum_time,prev_app,us_champ,cruise_champ,break_begin,break_end,total_break,break,world_reigns,ic_reigns,us_reigns
2000,18,12,Faarooq,02:13:40,02:13:56,,Big Boss Man,0,0,0,heel,,1,Bradshaw,1,0,,,1,,,,,,,,,,,,,
2000,19,25,Road Dogg,02:15:05,02:34:08,,Billy Gunn,1,1,0,heel,,1,"Billy Gunn, X-Pac",,,,,0,,,,,,,,,,,,,
2000,20,24,Al Snow,02:16:38,02:33:56,,The Rock,1,1,0,face,,1,Steve Blackman,,,,,0,,,,,,,,,,,,,
2000,21,20,Val Venis,02:18:16,02:30:04,,Kane,0,1,0,face,,0,,,,,,0,,,,,,,,,,,,,
2000,22,21,Prince Albert,02:19:53,02:31:16,,Kane,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
2000,23,22,Hardcore Holly,02:21:32,02:33:20,,Al Snow,0,0,0,neutral,,1,Crash Holly,,,,,0,,,,,,,,,,,,,
2000,24,30,The Rock,02:23:06,02:37:50,,Winner,4,0,0,face,,0,,,,,,1,,,,,,,,,,,,,
2000,25,26,Billy Gunn,02:24:42,02:34:20,,Kane,1,1,0,heel,,1,"X-Pac, Road Dogg",,,,,0,,,,,,,,,,,,,
2000,26,29,Big Show,02:26:45,02:37:50,,The Rock,4,0,0,heel,,0,,,,,,1,,,,,,,,,,,,,
2000,27,19,Bradshaw,02:27:57,02:28:21,,"Billy Gunn, Road Dogg",0,0,0,heel,,1,Farooq,1,0,,,0,,,,,,,,,,,,,
2000,28,27,Kane,02:29:54,02:36:05,,X-Pac,3,0,0,face,,0,,1,0,,,1,,,,,,,,,,,,,
2000,29,23,The Godfather,02:32:12,02:33:45,,Big Show,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
2000,30,28,X-Pac,02:32:56,02:36:28,,Big Show,0,0,1,heel,,1,"Road Dogg, Billy Gunn",,,,,0,,,,,,,,,,,,,
2001,1,4,Jeff Hardy,01:46:13,01:52:50,,Matt Hardy,1,2,0,face,,1,Matt Hardy,,,,,0,,,,,,,,,,,,,
2001,2,1,Bull Buchanan,01:46:13,01:48:23,,"Jeff Hardy, Matt Hardy",0,0,0,heel,,1,"Val Venis, The Godfather",,,,,0,,,,,,,,,,,,,
2001,3,3,Matt Hardy,01:48:06,01:52:50,,Jeff Hardy,1,2,0,face,,1,Jeff Hardy,,,,,0,,,,,,,,,,,,,
2001,4,2,Faarooq,01:49:51,01:50:49,,"Jeff Hardy, Matt Hardy",0,0,0,face,,1,Bradshaw,,,,,1,,,,,,,,,,,,,
2001,5,5,Drew Carey,01:52:29,01:55:20,,Drew Carey,0,0,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
2001,6,29,Kane,01:54:25,02:48:08,,Stone Cold Steve Austin,10,1,0,face,,0,,,,,,1,,,,,,,,,,,,,
2001,7,9,Raven,01:55:08,02:04:01,,Kane,0,0,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
2001,8,8,Al Snow,01:56:49,02:03:57,,Kane,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
2001,9,10,Perry Saturn,01:59:09,02:04:13,,Kane,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
2001,10,7,Steve Blackman,02:00:38,02:03:49,,Kane,0,0,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
2001,11,6,Grand Master Sexay,02:02:27,02:03:32,,Kane,0,0,0,face,,1,Scotty 2 Hotty ,,,,,0,,,,,,,,,,,,,
2001,12,11,The Honky Tonk Man,02:04:53,02:06:09,,Kane,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
2001,13,28,The Rock,02:06:38,02:45:23,,Kane,3,0,0,face,,0,,,,,,1,,,,,,,02:27:12,02:33:04,,,,,
2001,14,12,The Godfather,02:08:25,02:08:39,,The Rock,0,0,0,heel,,1,"Bull Buchanan, Val Venis",,,,,0,,,,,,,,,,,,,
2001,15,13,Tazz,02:10:07,02:10:16,,Kane,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
2001,16,18,Bradshaw,02:12:06,02:29:44,,The Undertaker,0,0,0,face,,1,Farooq,,,,,0,,,,,,,,,,,,,
2001,17,20,Albert,02:13:56,02:29:49,,Kane,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
2001,18,21,Hardcore Holly,02:15:45,02:29:50,,The Undertaker,0,0,0,face,,1,Crash Holly,,,,,0,,,,,,,,,,,,,
2001,19,16,R-Truth,02:17:42,02:25:35,,Big Show,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
2001,20,22,Val Venis,02:19:33,02:29:55,,The Undertaker,0,0,0,heel,,1,"Bull Buchanan, The Godfather",,,,,0,,,,,,,,,,,,,
2001,21,14,William Regal,02:21:19,02:23:29,,Test,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
2001,22,15,Test,02:23:21,02:25:29,,Big Show,1,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
2001,23,17,Big Show,02:25:20,02:26:42,,The Rock,2,0,0,heel,,0,,,,,,1,,,,,,,,,,,,,
2001,24,19,Crash Holly,02:27:16,02:29:46,,Kane,0,0,0,face,,1,Hardcore Holly,,,,,0,,,,,,,,,,,,,
2001,25,25,The Undertaker,02:29:21,02:40:08,,Rikishi,3,1,0,face,,0,,,,,,1,,,,,,,,,,,,,
2001,26,23,Scotty 2 Hotty,02:31:16,02:32:01,,"Kane, The Undertaker",0,0,0,face,,1,Grandmaster Sexay,,,,,0,,,,,,,,,,,,,
2001,27,30,Stone Cold Steve Austin,02:32:51,02:48:08,,Winner,3,0,0,face,,0,,,,,,1,,,,,,,02:32:51,02:38:32,,,,,
2001,28,27,Billy Gunn,02:34:15,02:41:38,,Stone Cold Steve Austin,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
2001,29,24,Haku,02:36:08,02:39:00,,Stone Cold Steve Austin,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
2001,30,26,Rikishi,02:38:31,02:41:05,,The Rock,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
2002,1,6,Rikishi,01:32:53,01:46:32,,The Undertaker,1,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,2,4,Goldust,01:32:53,01:45:55,,The Undertaker,0,0,0,neutral,,0,,,,,,,,,,,,,,,,,,,
2002,3,1,Big Boss Man,01:35:12,01:38:17,,Rikishi,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2002,4,3,Bradshaw,01:37:06,01:44:23,,Billy,0,0,0,face,,1,Farooq,,,,,,,,,,,,,,,,,,
2002,5,2,Lance Storm,01:39:09,01:43:56,,Al Snow,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2002,6,5,Al Snow,01:41:07,01:46:18,,The Undertaker,1,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,7,7,Billy Gunn,01:43:02,01:46:39,,The Undertaker,1,0,0,heel,,1,Chuck Palumbo,,,,,,,,,,,,,,,,,,
2002,8,10,The Undertaker,01:45:31,01:53:10,,Maven,6,0,1,heel,,0,,,,,,,,,,,,,,,,,,,
2002,9,9,Matt Hardy,01:47:30,01:51:46,,The Undertaker,0,0,0,face,,1,Jeff Hardy,,,,,,,,,,,,,,,,,,
2002,10,8,Jeff Hardy,01:49:46,01:51:15,,The Undertaker,0,0,0,face,,1,Matt Hardy,,,,,,,,,,,,,,,,,,
2002,11,11,Maven,01:52:18,01:55:52,,The Undertaker,1,0,0,face,,0,,1,,,,,,,,,,,,,,,,,
2002,12,12,Scotty 2 Hotty,01:55:45,02:01:22,,Diamond Dallas Page,0,0,0,face,,1,Albert,,,,,,,,,,,,01:55:45,01:58:48,,,,,
2002,13,16,Christian,01:57:58,02:10:38,,Stone Cold Steve Austin,1,2,0,heel,,0,,,,,,,,,,,,,,,,,,,
2002,14,13,Diamond Dallas Page,01:59:49,02:05:06,,Christian,1,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,15,17,Chuck Palumbo,02:01:49,02:10:53,,Stone Cold Steve Austin,0,2,0,heel,,1,Billy Gunn,,,,,,,,,,,,,,,,,,
2002,16,15,The Godfather,02:05:48,02:07:36,,"Christian, Chuck",0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,17,14,Albert,02:06:07,02:06:55,,"Christian, Chuck",0,0,0,face,,1,Scotty 2 Hotty ,,,,,,,,,,,,,,,,,,
2002,18,18,Perry Saturn,02:08:04,02:10:59,,Stone Cold Steve Austin,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,19,27,Stone Cold Steve Austin,02:10:20,02:37:07,,Kurt Angle,6,1,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,20,19,Val Venis,02:13:05,02:16:02,,Stone Cold Steve Austin,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,21,20,Test,02:14:32,02:16:14,,Stone Cold Steve Austin,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2002,22,30,Triple H,02:19:08,02:42:14,,Winner,3,1,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,23,21,The Hurricane,02:20:22,02:21:01,,"Stone Cold Steve Austin, Triple H",0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,24,22,Faarooq,02:21:57,02:22:32,,Triple H,0,0,0,face,,1,Bradshaw,,,,,,,,,,,,,,,,,,
2002,25,28,Mr. Perfect,02:24:41,02:40:01,,Triple H,0,0,0,neutral,,0,,,,,,,,,,,,,,,,,,,
2002,26,29,Kurt Angle,02:26:09,02:42:14,,Triple H,2,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,27,23,Big Show,02:28:30,02:31:14,,Kane,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,28,24,Kane,02:30:29,02:31:30,,Kurt Angle,1,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,29,25,Rob Van Dam,02:32:22,02:34:35,,Booker T,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2002,30,26,Booker T,02:34:26,02:34:59,,Stone Cold Steve Austin[2],1,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2003,1,1,Shawn Michaels,01:42:19,01:44:48,,Chris Jericho,0,0,0,face,,0,,1,,,,,,,,,,,,,,,,,
2003,2,14,Chris Jericho,01:42:19,02:21:18,,Test,4,1,1,heel,,1,Christian ,,,,,,,,,,,,,,,,,,
2003,3,2,Christopher Nowinski,01:44:02,01:51:25,,Rey Mysterio,0,0,0,heel,,0,,,,,,,,,,,,,01:44:02,01:46:46,,,,,
2003,4,3,Rey Mysterio,01:45:41,01:51:37,,Chris Jericho,1,0,0,face,,1,Edge,,,,,,,,,,,,,,,,,,
2003,5,10,Edge,01:47:07,01:58:10,,Chris Jericho,3,0,0,face,,1,Rey Misterio,,,,,,,,,,,,,,,,,,
2003,6,9,Christian,01:49:08,01:58:10,,Chris Jericho,0,1,0,heel,,1,Chris Jericho,,,,,,,,,,,,,,,,,,
2003,7,8,Chavo Guerrero,01:50:41,01:57:51,,Edge,0,0,0,heel,,1,Eddie Guerrero,,,,,,,,,,,,,,,,,,
2003,8,6,Tajiri,01:52:15,01:56:56,,Chris Jericho,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,9,4,Bill DeMott,01:53:43,01:55:56,,Edge,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2003,10,5,Tommy Dreamer,01:55:29,01:56:16,,Chris Jericho & Christian,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,11,7,Bull Buchanan,01:57:09,01:57:34,,Edge,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2003,12,26,Rob Van Dam,01:58:57,02:31:56,,Kane,1,1,0,face,,1,Kane,,,,,,,,,,,,,,,,,,
2003,13,21,Matt Hardy,02:00:36,02:27:52,,Brock Lesnar,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2003,14,13,Eddie Guerrero,02:02:31,02:19:01,,Booker T,0,0,0,heel,,1,Chavo Guerrero,,,,,,,,,,,,,,,,,,
2003,15,11,Jeff Hardy,02:04:02,02:11:28,,Rob Van Dam,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,16,12,Rosey,02:05:45,02:16:00,,Kane,0,0,0,heel,,1,Jamal,,,,,,,,,,,,,,,,,,
2003,17,17,Test,02:07:20,02:26:06,,Batista,1,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,18,22,John Cena,02:10:01,02:29:41,,The Undertaker,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2003,19,20,Charlie Haas,02:10:26,02:27:39,,Brock Lesnar,0,2,0,heel,,1,Shelton Benjamin,,,,,,,,,,,,,,,,,,
2003,20,18,Rikishi,02:12:17,02:26:28,,Batista,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,21,23,Jamal,02:13:42,02:29:51,,The Undertaker,0,0,0,heel,,1,Rosey,,,,,,,,,,,,,,,,,,
2003,22,28,Kane,02:15:24,02:35:50,,The Undertaker,2,1,0,face,,1,Rob Van Dam,,,,,,,,,,,,,,,,,,
2003,23,19,Shelton Benjamin,02:16:43,02:27:39,,Brock Lesnar,0,2,0,heel,,1,Charlie Haas,,,,,,,,,,,,,,,,,,
2003,24,16,Booker T,02:18:30,02:24:51,,Charlie Haas & Shelton Benjamin,1,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,25,25,A-Train,02:20:02,02:31:38,,Kane & Rob Van Dam,0,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2003,26,24,Maven,02:22:00,02:30:21,,The Undertaker,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,27,15,Goldust,02:23:35,02:24:21,,Charlie Haas & Shelton Benjamin,0,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,28,27,Batista,02:25:26,02:35:20,,The Undertaker,2,0,0,heel,,0,,,,,,,,,,,,,,,,,,,
2003,29,30,Brock Lesnar,02:27:06,02:36:06,,Winner,4,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2003,30,29,The Undertaker,02:29:20,02:36:06,,Brock Lesnar,5,0,0,face,,0,,,,,,,,,,,,,,,,,,,
2004,1,30,Chris Benoit,01:38:07,02:39:38,,Winner,6,1,0,face,,,,,,,,,,,,,,,,,,,,,
2004,2,19,Randy Orton,01:38:07,02:11:55,,Mick Foley,5,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,3,3,Mark Henry,01:39:58,01:45:10,,Chris Benoit,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,4,2,Tajiri,01:41:20,01:45:01,,"Rhyno, Chris Benoit",0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,5,1,Bradshaw,01:42:56,01:43:42,,Chris Benoit,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,6,8,Rhyno,01:44:31,01:58:33,,Chris Benoit,0,1,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,7,9,Matt Hardy,01:46:14,02:00:33,,Ren? Dupr?e,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,8,5,Scott Steiner,01:47:58,01:54:52,,Booker T,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,9,11,Matt Morgan,01:49:39,02:01:53,,Chris Benoit,1,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,10,4,The Hurricane,01:51:20,01:51:39,,Matt Morgan,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,11,13,Booker T,01:53:14,02:02:26,,Randy Orton,2,0,0,face,,,,1,,,,,,,,,,,,,,,,,
2004,12,6,Kane,01:55:05,01:56:34,,Booker T,0,0,1,heel,,,,,,,,,,,,,,,,,,,,,
2004,13,7,Spike Dudley,01:57:03,01:57:03,,Kane,0,0,0,face,,,,1,,,,,,,,,,,,,,,,,
2004,14,12,Rikishi,01:58:31,02:02:20,,Randy Orton,1,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,15,10,Ren? Dupr?e,02:00:10,02:00:42,,Rikishi,1,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,16,14,A-Train,02:01:29,02:03:13,,Chris Benoit,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,17,15,Shelton Benjamin,02:03:10,02:03:47,,Randy Orton,0,0,0,heel,,1,Charlie Haas,,,,,,,,,,,,,,,,,,
2004,18,16,Ernest Miller,02:04:56,02:05:52,,Randy Orton,0,0,0,neutral,,,,,,,,,,,,,,,,,,,,,
2004,19,28,Kurt Angle,02:06:40,02:35:40,,Big Show,1,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,20,17,Rico,02:08:13,02:09:18,,Randy Orton,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,21,18,Mick Foley,02:11:13,02:11:55,,Himself,1,0,0,face,,,,,1,,,,,,,,,,,,,,,,
2004,22,20,Christian,02:13:07,02:20:45,,Chris Jericho,0,0,0,heel,,1,Chris Jericho,,,,,,,,,,,,,,,,,,
2004,23,23,Nunzio,02:15:05,02:27:19,,Goldberg,0,0,0,heel,,,,,,,,,,,,,,,02:15:05,02:23:32,,,,,
2004,24,29,Big Show,02:17:05,02:39:37,,Chris Benoit,4,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2004,25,27,Chris Jericho,02:18:19,02:33:11,,Big Show,1,0,0,heel,,1,Christian ,,,,,,,,,,,,,,,,,,
2004,26,21,Charlie Haas,02:19:50,02:26:44,,Goldberg,0,0,0,heel,,1,Shelton Benjamin,,,,,,,,,,,,,,,,,,
2004,27,22,Billy Gunn,02:21:25,02:27:07,,Goldberg,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,28,25,John Cena,02:23:33,02:31:03,,Big Show,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,29,26,Rob Van Dam,02:24:43,02:31:20,,Big Show,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2004,30,24,Goldberg,02:26:17,02:28:04,,Kurt Angle,3,0,0,face,,,,1,,,,,,,,,,,,,,,,,
2005,1,11,Eddie Guerrero,01:57:13,02:25:28,,Edge,1,2,0,face,,,,,,,,,,,,,,,,,,,,,
2005,2,25,Chris Benoit,01:57:13,02:44:44,,Ric Flair,0,2,0,face,,,,,,,,,,,,,,,,,,,,,
2005,3,1,Daniel Puder,01:59:40,02:03:14,,Hardcore Holly,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,4,2,Hardcore Holly,02:01:26,02:03:24,,"Chris Benoit, Eddie Guerrero",1,0,0,face,,,,,,,,,,,,,,,,,,,,,
2005,5,3,The Hurricane,02:03:29,02:04:33,,Eddie Guerrero,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2005,6,4,Kenzo Suzuki,02:05:08,02:08:40,,Rey Mysterio,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,7,28,Edge,02:06:28,02:46:51,,"Batista, John Cena",4,1,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,8,27,Rey Mysterio,02:08:03,02:46:31,,Edge,1,1,0,face,,,,,,,,,,,,,,,,,,,,,
2005,9,10,Shelton Benjamin,02:09:30,02:24:07,,Edge,0,1,0,face,,,,,,,,,,,,,,,,,,,,,
2005,10,9,Booker T,02:11:08,02:21:53,,"Eddie Guerrero, Rey Mysterio",2,1,0,face,,,,,,,,,,,,,,,,,,,,,
2005,11,21,Chris Jericho,02:12:42,02:41:08,,Batista,1,1,0,face,,,,,,,,,,,,,,,,,,,,,
2005,12,7,Luther Reigns,02:14:21,02:21:35,,Booker T,0,1,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,13,5,Muhammad Hassan,02:16:34,02:17:26,,"Booker T, Chris Benoit, Chris Jericho, Edge, Luther Reigns, Shelton Benjamin",0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,14,8,Orlando Jordan,02:18:02,02:21:38,,Booker T,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,15,6,Scotty 2 Hotty,02:19:56,02:19:56,,DQ,0,0,0,face,,,,1,,,,,,,,,,,,,,,,,
2005,16,13,Charlie Haas,02:21:10,02:27:30,,Shawn Michaels,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2005,17,16,Ren? Dupr?e,02:23:17,02:34:49,,Chris Jericho,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,18,12,Simon Dean,02:26:03,02:26:23,,Shawn Michaels,0,0,0,heel,,,,,,,,,,,,,,,02:25:01,02:26:03,,,,,
2005,19,15,Shawn Michaels,02:26:15,02:31:10,,Kurt Angle,3,0,0,face,,,,1,,,,,,,,,,,,,,,,,
2005,20,14,Kurt Angle,02:27:51,02:28:28,,Shawn Michaels,0,0,1,heel,,,,,,,,,,,,,,,,,,,,,
2005,21,23,Jonathan Coachman,02:29:54,02:43:03,,Ric Flair,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,22,19,Mark Jindrak,02:31:04,02:39:19,,Kane,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,23,17,Viscera,02:33:15,02:36:14,,John Cena,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,24,18,Paul London,02:34:21,02:37:36,,Gene Snitsky,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2005,25,29,John Cena,02:35:41,02:51:09,,Batista,2,1,0,face,,,,,,,,,,,,,,,,,,,,,
2005,26,20,Gene Snitsky,02:36:45,02:40:23,,Batista,1,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,27,22,Kane,02:38:33,02:42:28,,John Cena,1,0,0,neutral,,,,,,,,,,,,,,,,,,,,,
2005,28,30,Batista,02:40:15,02:51:09,,Winner,4,1,0,heel,,,,,,,,,,,,,,,,,,,,,
2005,29,24,Christian,02:41:58,02:44:07,,Batista,0,0,0,heel,,1,Ric Flair,,,,,,,,,,,,,,,,,,
2005,30,26,Ric Flair,02:43:19,02:45:17,,Edge,2,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,1,28,Triple H,00:56:07,01:56:21,,Rey Mysterio,4,2,0,heel,,1,Batista,,,,,,,,,,,,,,,,,,
2006,2,30,Rey Mysterio,00:56:07,01:58:22,,Winner,3,3,0,face,,,,,,,,,,,,,,,,,,,,,
2006,3,1,Simon Dean,00:58:01,00:58:46,,"Rey Mysterio, Triple H",0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,4,2,Psicosis,00:59:45,01:01:00,,Rey Mysterio,0,0,0,heel,,1,Super Crazy,,,,,,,,,,,,,,,,,,
2006,5,3,Ric Flair,01:01:33,01:02:52,,Triple H,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,6,7,Big Show,01:03:38,01:12:40,,Triple H,1,1,0,face,,1,Kane,,,,,,,,,,,,,,,,,,
2006,7,4,Jonathan Coachman,01:05:22,01:05:52,,Big Show,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,8,6,Bobby Lashley,01:07:17,01:11:34,,"Big Show, Kane",1,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,9,8,Kane,01:09:08,01:12:40,,Triple H,0,1,0,face,,1,Big Show,,,,,,,,,,,,,,,,,,
2006,10,5,Sylvan,01:10:54,01:11:11,,Bobby Lashley,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,11,26,Carlito,01:13:13,01:51:44,,Rob Van Dam,1,1,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,12,17,Chris Benoit,01:15:02,01:45:35,,Randy Orton,2,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,13,9,Booker T,01:17:38,01:17:54,,Chris Benoit,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,14,22,Joey Mercury,01:19:27,01:48:42,,Shawn Michaels,0,1,0,heel,,1,Johnny Nitro,,,,,,,,,,,,,,,,,,
2006,15,12,Tatanka,01:21:25,01:35:34,,Joey Mercury & Johnny Nitro,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,16,23,Johnny Nitro,01:23:01,01:48:45,,Shawn Michaels,1,1,0,heel,,1,Joey Mercury,,,,,,,,,,,,,,,,,,
2006,17,13,Trevor Murdoch,01:24:38,01:38:20,,Shawn Michaels,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,18,15,Eugene,01:26:16,01:42:41,,Chris Benoit,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,19,10,Road Warrior Animal,01:27:44,01:30:32,,Rob Van Dam,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,20,27,Rob Van Dam,01:29:25,01:53:18,,Triple H,3,1,0,face,,,,,,,,,,,,,,,,,,,,,
2006,21,21,Orlando Jordan,01:31:07,01:47:18,,Randy Orton,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,22,11,Chavo Guerrero,01:32:40,01:33:40,,Triple H,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,23,14,Matt Hardy,01:34:17,01:42:00,,Viscera,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,24,16,Super Crazy,01:36:09,01:43:49,,Rey Mysterio & Rob Van Dam,0,0,0,heel,,1,Psicosis,,,,,,,,,,,,,,,,,,
2006,25,25,Shawn Michaels,01:37:33,01:50:28,,Shane McMahon,3,0,0,face,,,,1,,,,,,,,,,,,,,,,,
2006,26,19,Chris Masters,01:39:19,01:46:20,,Carlito,1,1,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,27,18,Viscera,01:40:55,01:46:13,,Carlito & Chris Masters,1,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,28,24,Shelton Benjamin,01:42:31,01:49:23,,Shawn Michaels,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2006,29,20,Goldust,01:43:50,01:47:00,,Rob Van Dam,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2006,30,29,Randy Orton,01:45:17,01:58:22,,Rey Mysterio,2,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2007,1,1,Ric Flair,01:44:17,01:49:57,,Edge,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2007,2,12,Finlay,01:44:17,02:16:53,,Shawn Michaels,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2007,3,2,Kenny Dykstra,01:46:00,01:50:05,,Edge,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2007,4,9,Matt Hardy,01:47:28,02:06:23,,Randy Orton,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2007,5,28,Edge,01:48:57,02:33:02,,Shawn Michaels,3,2,0,heel,,1,Randy Orton,,,,,,,,,,,,,,,,,,
2007,6,3,Tommy Dreamer,01:50:28,01:57:10,,Kane,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2007,7,4,Sabu,01:52:13,01:57:42,,Kane,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
2007,8,5,Gregory Helms,01:53:26,02:00:17,,King Booker,0,0,0,heel,,,,,,,,,,,,,,,,,,,,,
2007,9,14,Shelton Benjamin,01:54:57,02:17:20,,Shawn Michaels,0,1,0,heel,,,,,,,,,,,,,,,,,,,,,
2007,10,11,Kane,01:56:39,02:10:01,,King Booker,3,0,0,face,,,,1,,,,,,,,,,,,,,,,,
2007,11,22,CM Punk,01:58:23,02:25:40,,The Great Khali,0,1,0,face,,,,,,,,,,,,,,,,,,,,,
2007,12,10,King Booker,02:00:06,02:09:28,,Kane,2,0,1,heel,,,,,,,,,,,,,,,,,,,,,
2007,13,7,Super Crazy,02:01:22,02:05:54,,Edge & Randy Orton,0,0,0,face,,,,,,,,,,,,,,,,,,,,,
